YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES
2018,PERU,PUERTO DEL CALLAO,GOLDEN FRESH PERU S A C,GOLDEN FRESH PERU S A C,UNITED STATES,UNITED STATES,Coffee equivalents,13442.4,0.7481375
2015,PERU,PUERTO DEL CALLAO,GONZALES NORIEGA HEYMER EVELLO,GONZALES NORIEGA HEYMER EVELLO,AUSTRALIA,AUSTRALIA,Coffee equivalents,200,0.125
2014,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,FRANCE,EUROPEAN UNION,Coffee equivalents,187.1,0.02894
2015,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,FRANCE,EUROPEAN UNION,Coffee equivalents,125.15,0.01765
2016,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,FRANCE,EUROPEAN UNION,Coffee equivalents,157.43,0.0383375
2017,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,FRANCE,EUROPEAN UNION,Coffee equivalents,207.53,0.0483375
2018,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,FRANCE,EUROPEAN UNION,Coffee equivalents,92.66,0.0184875
2017,PERU,PUERTO DEL CALLAO,GRAHPA S R L,GRAHPA S R L,ITALY,EUROPEAN UNION,Coffee equivalents,44.41,0.00837
2017,PERU,PUERTO DEL CALLAO,GRANDA HORNA SUSANA EDDA,GRANDA HORNA SUSANA EDDA,UNITED STATES,UNITED STATES,Coffee equivalents,90.72,0.00815
2018,PERU,PUERTO DEL CALLAO,GRUPO ALTAMAR S A C,GRUPO ALTAMAR S A C,VENEZUELA,VENEZUELA,Coffee equivalents,86.6,0.00323
2015,PERU,PUERTO DEL CALLAO,GRUPO EXPORTACIONES H Y E S A C,GRUPO EXPORTACIONES H Y E S A C,FRANCE,EUROPEAN UNION,Coffee equivalents,1.6,0.0025
2013,PERU,PUERTO DEL CALLAO,GRUPO L & G SAC,GRUPO L & G SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,476.2,0.0772
2016,PERU,PUERTO DEL CALLAO,HANDMAKERS PERU G  L S A C,HANDMAKERS PERU G  L S A C,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,2.62,7.5e-05
2016,PERU,PUERTO DEL CALLAO,H  I GENERAL SERVICES S A C,H  I GENERAL SERVICES S A C,CANADA,CANADA,Coffee equivalents,28560,1.63
2013,PERU,PUERTO DEL CALLAO,HUAYTA CASTRO SHIRLEY,HUAYTA CASTRO SHIRLEY,CANADA,CANADA,Coffee equivalents,442.24,0.10601
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,62749.07,18.975
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,181154.64,37.95
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,265052.05,56.925
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,325944.39,94.875
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,494365.89,151.875
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,AUSTRALIA,AUSTRALIA,Coffee equivalents,160096.03,57.408
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BAHAMAS,BAHAMAS,Coffee equivalents,117131.59,37.95
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,1098985.65,310.916
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,1914759.74,512.325
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,2881254.73,755.32
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,1613226.32,449.15
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,1778476.09,538.85
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BELGIUM,EUROPEAN UNION,Coffee equivalents,2628944.3,1049.255
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,BULGARIA,EUROPEAN UNION,Coffee equivalents,235800,4.347
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,404274.65,95.8893
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,718393.09,151.8
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,1309049.17,341.55
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,1475523.28,379.5
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,1372761.68,436.425
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CANADA,CANADA,Coffee equivalents,409961.8,132.825
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CHILE,CHILE,Coffee equivalents,35778.56,6.762
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CHILE,CHILE,Coffee equivalents,71808.74,11.799
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,CHILE,CHILE,Coffee equivalents,34207.58,5.451
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,COLOMBIA,COLOMBIA,Coffee equivalents,289125,102.94
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,COLOMBIA,COLOMBIA,Coffee equivalents,89700,71.76
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,119418.75,56.925
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,270600,132.77
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,161002.76,75.9
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Coffee equivalents,100093,56.925
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ECUADOR,ECUADOR,Coffee equivalents,173250,75.9
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ECUADOR,ECUADOR,Coffee equivalents,528825,227.7
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FINLAND,EUROPEAN UNION,Coffee equivalents,63627.55,18.975
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FINLAND,EUROPEAN UNION,Coffee equivalents,162919.5,62.05
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,316125,5.43375
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,158964.28,37.95
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,497276.83,142.14
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,515780.12,155.125
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,FRANCE,EUROPEAN UNION,Coffee equivalents,170145,60.375
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,6809447.37,1468.74975
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,5097436.33,1208.72
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,8588286.43,2207.6015
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,10688369.28,3213.439
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,3313761.7,997.8
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Coffee equivalents,4841161.3,1786.02
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,GREECE,EUROPEAN UNION,Coffee equivalents,330858.72,103.37
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,INDIA,INDIA,Coffee equivalents,44850,35.88
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,126900,41.15
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,309352.89,95
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,484741.66,154.56
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,262595.33,99.96
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,1025494,558.71
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,ITALY,EUROPEAN UNION,Coffee equivalents,257385.3,103.29
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,JAPAN,JAPAN,Coffee equivalents,237112.36,76.26225
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,JAPAN,JAPAN,Coffee equivalents,439496.68,91.08
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,JAPAN,JAPAN,Coffee equivalents,354693.75,98.325
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,JAPAN,JAPAN,Coffee equivalents,103288.76,25.875
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,JAPAN,JAPAN,Coffee equivalents,29625.2,6.555
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MALAYSIA,MALAYSIA,Coffee equivalents,71919.66,37.95
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MALAYSIA,MALAYSIA,Coffee equivalents,206456.2,113.85
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MEXICO,MEXICO,Coffee equivalents,559084.55,236.325
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MEXICO,MEXICO,Coffee equivalents,311220,245.15
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MEXICO,MEXICO,Coffee equivalents,1227645,1006.71
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,MEXICO,MEXICO,Coffee equivalents,1854787.5,1423.47
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,870120.35,246.675
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,1104237.12,228.04
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,192430.46,56.925
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,843819,231.84
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,1622044.3,503.655
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,909259.3,303.6
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NORWAY,NORWAY,Coffee equivalents,65555.66,20.7
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,NORWAY,NORWAY,Coffee equivalents,226581,82.8
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,PANAMA,PANAMA,Coffee equivalents,169992.19,56.925
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,PHILIPPINES,PHILIPPINES,Coffee equivalents,28751.2,18.975
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,POLAND,EUROPEAN UNION,Coffee equivalents,56892.49,18.975
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,POLAND,EUROPEAN UNION,Coffee equivalents,117131.6,37.95
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SAUDI ARABIA,SAUDI ARABIA,Coffee equivalents,69797.87,18.975
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SAUDI ARABIA,SAUDI ARABIA,Coffee equivalents,53964.2,18.975
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,152648.94,12.3786
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,98871.69,17.25
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,65030.63,18.975
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,79913.74,22.475
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,55687.5,18.975
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,519750,106.65525
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,199884.3,41.19
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,1763033.64,452.73
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,1732972.87,451.21
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,1146731.11,350.95
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWEDEN,EUROPEAN UNION,Coffee equivalents,2435617.5,1011.625
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWITZERLAND,SWITZERLAND,Coffee equivalents,607500,206.86
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWITZERLAND,SWITZERLAND,Coffee equivalents,130518.05,39.026
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWITZERLAND,SWITZERLAND,Coffee equivalents,338160.41,98.325
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWITZERLAND,SWITZERLAND,Coffee equivalents,65487.21,18.975
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,SWITZERLAND,SWITZERLAND,Coffee equivalents,481913,165.19
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,TAIWAN,TAIWAN,Coffee equivalents,41700,13.8
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,TAIWAN,TAIWAN,Coffee equivalents,61204.49,12.248
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Coffee equivalents,61159.42,18.975
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Coffee equivalents,64840.7,18.975
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Coffee equivalents,57729.1,18.975
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,359310.42,24.40875
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,456813.2,95.275
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,80214.22,18.975
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,102490.13,18.975
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,1153936.78,506.865
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,437581.8,217.95
2013,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,4994190.16,1491.29208
2014,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,8555571.86,2323.935
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,14035439.17,4132.41
2016,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,12591979.33,4341.565
2017,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,15598478.64,5377.36499999999
2018,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,H.V.C.EXPORTACIONES SAC,UNITED STATES,UNITED STATES,Coffee equivalents,13771408.13,4900.765
2016,PERU,PUERTO DEL CALLAO,ICA FRUTA SOCIEDAD ANONIMA,ICA FRUTA SOCIEDAD ANONIMA,CHILE,CHILE,Coffee equivalents,39959,10.3
2013,PERU,PUERTO DEL CALLAO,IKA R DEL PERU S R LTDA,IKA R DEL PERU S R LTDA,CZECH REPUBLIC,EUROPEAN UNION,Coffee equivalents,1552.64,0.137625
2016,PERU,PUERTO DEL CALLAO,IMBAREX S.A.,IMBAREX S.A.,AUSTRALIA,AUSTRALIA,Coffee equivalents,1,0.000125
2016,PERU,PUERTO DEL CALLAO,IMBAREX S.A.,IMBAREX S.A.,SPAIN,EUROPEAN UNION,Coffee equivalents,14803.22,0.125
2016,PERU,PUERTO DEL CALLAO,IMBAREX S.A.,IMBAREX S.A.,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,1,0.005625
2016,PERU,PUERTO DEL CALLAO,IMEXPRO S A C,IMEXPRO S A C,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,2.5,0.00019
2017,PERU,PUERTO DEL CALLAO,IMEXPRO S A C,IMEXPRO S A C,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,3.69,9e-05
2018,PERU,PUERTO DEL CALLAO,IMPORTACIONES Y EXPORTACIONES JDS S A C,IMPORTACIONES Y EXPORTACIONES JDS S A C,JAPAN,JAPAN,Coffee equivalents,17400,3
2016,PERU,PUERTO DEL CALLAO,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,UNITED STATES,UNITED STATES,Coffee equivalents,5777.28,0.9776375
2017,PERU,PUERTO DEL CALLAO,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,UNITED STATES,UNITED STATES,Coffee equivalents,14502.84,2.570625
2015,PERU,PUERTO DEL CALLAO,INCAN FORESTS S A C,INCAN FORESTS S A C,JAPAN,JAPAN,Coffee equivalents,2454,0.13125
2018,PERU,PUERTO DEL CALLAO,INCAN FORESTS S A C,INCAN FORESTS S A C,UNITED STATES,UNITED STATES,Coffee equivalents,3026,0.1875
2014,PERU,PUERTO DEL CALLAO,IND. COM. HOLGUIN E HIJOS S.A.,IND. COM. HOLGUIN E HIJOS S.A.,CHILE,CHILE,Coffee equivalents,16986.53,1.33125
2014,PERU,PUERTO DEL CALLAO,INDUSTRIAS SISA S.A.C.,INDUSTRIAS SISA S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,578.3,0.347775
2017,PERU,PUERTO DEL CALLAO,INDUSTRIAS SISA S.A.C.,INDUSTRIAS SISA S.A.C.,UNITED STATES,UNITED STATES,Coffee equivalents,1027.59,0.2502875
2016,PERU,PUERTO DEL CALLAO,INKA MOSS S A C,INKA MOSS S A C,JAPAN,JAPAN,Coffee equivalents,9784.37,1.371625
2018,PERU,PUERTO DEL CALLAO,INTERNACIONAL COMPANY PERU SOCIEDAD COME,INTERNACIONAL COMPANY PERU SOCIEDAD COME,CHILE,CHILE,Coffee equivalents,1247,0.125
2018,PERU,PUERTO DEL CALLAO,INTERNATIONAL AGRO EXPORTING GROUP S A,INTERNATIONAL AGRO EXPORTING GROUP S A,UNITED STATES,UNITED STATES,Coffee equivalents,45,0.0100625
2014,PERU,PUERTO DEL CALLAO,INTERNATIONALCOMMERCEANDTRADINGLATINAMER,INTERNATIONALCOMMERCEANDTRADINGLATINAMER,CHINA (HONG KONG),CHINA (HONG KONG),Coffee equivalents,2082.63,0.11625
2018,PERU,PUERTO DEL CALLAO,INTI SUCSO E I R L INTI SUCSO,INTI SUCSO E I R L INTI SUCSO,ARGENTINA,ARGENTINA,Coffee equivalents,8550,1.735
2017,PERU,PUERTO DEL CALLAO,INV CAFE PERENE SECCE ASOCIADOS SRL,INV CAFE PERENE SECCE ASOCIADOS SRL,ITALY,EUROPEAN UNION,Coffee equivalents,3717.62,2.5
2017,PERU,PUERTO DEL CALLAO,INVERSIONES CAMPO VERDE SAC,INVERSIONES CAMPO VERDE SAC,CANADA,CANADA,Coffee equivalents,136907.06,34.5
2016,PERU,PUERTO DEL CALLAO,INVERSIONES CAMPO VERDE SAC,INVERSIONES CAMPO VERDE SAC,DENMARK,EUROPEAN UNION,Coffee equivalents,183408.46,58.995
