YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,BEEF_EQUIVALENT_TONNES
2015,COLOMBIA,ADUANAS DE BARRANQUI,AGROP EL BUFALO S A,AGROP EL BUFALO S A,IP DMITRUK LEONID AFANASYEVICH,IP DMITRUK LEONID AFANASYEVICH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,97101.75,31.5078011029555
2015,COLOMBIA,ADUANAS DE BARRANQUI,ANGLETON GROUP S A S,ANGLETON GROUP S A S,BARS LLC,BARS LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,80752.74,36.5801926658511
2015,COLOMBIA,ADUANAS DE BARRANQUI,ANGLETON GROUP S A S,ANGLETON GROUP S A S,MOKBEL INTL TRADING LTD,MOKBEL INTL TRADING LTD,ANGOLA,ANGOLA,Beef equivalents,659548.31,203.12504827731
2015,COLOMBIA,ADUANAS DE BARRANQUI,ANGLETON GROUP S A S,ANGLETON GROUP S A S,PE KALININ OLEG STANISLAVOVICH,PE KALININ OLEG STANISLAVOVICH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,89773.09,36.0524845222666
2016,COLOMBIA,ADUANAS DE BARRANQUI,ANGLETON GROUP S A S,ANGLETON GROUP S A S,WING WO TRANSPORTATION CO LTD,WING WO TRANSPORTATION CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,85198.69,35.8071394220879
2016,COLOMBIA,ADUANAS DE BARRANQUI,ANGLETON GROUP S A S,ANGLETON GROUP S A S,WIN LEGEND INTL LTD,WIN LEGEND INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,93370.35,36.8086964548176
2016,COLOMBIA,ADUANAS DE BARRANQUI,ARCOS DORADOS COL S A S,ARCOS DORADOS COL S A S,ATEC SYSTEMS LTD,ATEC SYSTEMS LTD,UNITED STATES,UNITED STATES,Beef equivalents,181981.2,54.2802185915467
2015,COLOMBIA,ADUANAS DE BARRANQUI,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,CORP ANTILLANA N V,CORP ANTILLANA N V,CURACAO,CURACAO,Beef equivalents,311277.02,92.5780665492954
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,AGROTIM,AGROTIM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,47898.79,34.3096764609968
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ATROMA N V,ATROMA N V,CURACAO,CURACAO,Beef equivalents,3207027.18,1154.1484639035
2018,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ATROMA N V,ATROMA N V,CURACAO,CURACAO,Beef equivalents,1013037.94,354.350787939557
2013,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ATROMA N V,ATROMA N V,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,2239597.35,760.642812337253
2014,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ATROMA N V,ATROMA N V,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,4614756.37,1560.87143313736
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,BON BINI SUPERMARKET,BON BINI SUPERMARKET,CURACAO,CURACAO,Beef equivalents,194576.42,78.4435159919156
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,BON BINI SUPERMARKET,BON BINI SUPERMARKET,CURACAO,CURACAO,Beef equivalents,146244.82,53.8180636542936
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,367203.38,205.884823686001
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,DV,DV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1131288.07,480.390304225996
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,DV,DV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,160984.54,68.6900397620452
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ESPERAMOS SUPERMARKET,ESPERAMOS SUPERMARKET,CURACAO,CURACAO,Beef equivalents,338935.96,121.52250368272
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ESPERAMOS SUPERMARKET,ESPERAMOS SUPERMARKET,CURACAO,CURACAO,Beef equivalents,93138.8,35.3293139130148
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,FAIRIS C A,FAIRIS C A,PERU,PERU,Beef equivalents,89442,34.314000025
2013,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,182958.75,82.3538983937461
2014,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,212054.74,81.6564395310816
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,90401.7,28.1504664469262
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,GLOBAL FOODS TRADING GMBH,GLOBAL FOODS TRADING GMBH,CURACAO,CURACAO,Beef equivalents,568822.63,229.019082428707
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,GLOBAL FOODS TRADING GMBH,GLOBAL FOODS TRADING GMBH,CURACAO,CURACAO,Beef equivalents,1314358.08,492.639057505705
2013,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,GLOBAL FOODS TRADING GMBH,GLOBAL FOODS TRADING GMBH,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,1581032.58,536.281741377269
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,HECTOR HENRIQUEZ 8 INC,HECTOR HENRIQUEZ 8 INC,CURACAO,CURACAO,Beef equivalents,616659.62,257.196019810377
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,HECTOR HENRIQUEZ 8 INC,HECTOR HENRIQUEZ 8 INC,CURACAO,CURACAO,Beef equivalents,382221,138.755603558172
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,HECTOR HENRIQUEZ B B V,HECTOR HENRIQUEZ B B V,CURACAO,CURACAO,Beef equivalents,154692.71,55.5337796151221
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,HECTOR HENRIQUEZ B B V,HECTOR HENRIQUEZ B B V,CURACAO,CURACAO,Beef equivalents,195885.62,72.6046884936724
2014,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,INTERTRADEPRODUCT,INTERTRADEPRODUCT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,588747.69,296.571715908072
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,LTD LIABILITY CO MEAT CANNING PRESERVING PLANT,LTD LIABILITY CO MEAT CANNING PRESERVING PLANT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,50417.61,34.3216177330056
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,MAI HOA CO,MAI HOA CO,VIETNAM,VIETNAM,Beef equivalents,86740.98,37.0587082589997
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,114765.78,49.00495
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,MANGUSA HYPERMARKET B V,MANGUSA HYPERMARKET B V,CURACAO,CURACAO,Beef equivalents,1192786.85,478.775934714738
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,MANGUSA HYPERMARKET B V,MANGUSA HYPERMARKET B V,CURACAO,CURACAO,Beef equivalents,1058556.22,408.681384499687
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,MEATPOINT,MEATPOINT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,230828,137.2560001
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,OOO TD REZERVNO,OOO TD REZERVNO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1239351.6,517.176627952797
2013,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,OREGON FOODS SAC,OREGON FOODS SAC,PERU,PERU,Beef equivalents,337736.5,99.0325374241517
2013,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,153784.86,76.1164
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,64445.5,27.3274
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,355215.02,147.406127836192
2018,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,353025.89,111.044373809042
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,QUYNH PHAT ONE MEMBER CO LTD,QUYNH PHAT ONE MEMBER CO LTD,VIETNAM,VIETNAM,Beef equivalents,89277.01,37.059120027
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,RESERVE FOOD CO JSC,RESERVE FOOD CO JSC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,53637.52,34.2909410169832
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,RESERVE FOOD CO JSC,RESERVE FOOD CO JSC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,151246.34,102.960804147014
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,VIKING,VIKING,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,108816.23,68.6311569380023
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,VREUGDENHIL SUPERMARKET,VREUGDENHIL SUPERMARKET,CURACAO,CURACAO,Beef equivalents,144356.77,46.8450610661297
2017,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,VREUGDENHIL SUPERMARKET,VREUGDENHIL SUPERMARKET,CURACAO,CURACAO,Beef equivalents,142492.59,47.7536638978519
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,WAI FAT INTL TRADING LTD,WAI FAT INTL TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,100495.17,54.5774575405256
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZABAIKALIE CO,ZABAIKALIE CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,60142,34.314000025
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZAO CO ORANTA,ZAO CO ORANTA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,65250,34.314000025
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZAO CO ORANTA,ZAO CO ORANTA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,165871.87,102.978441543027
2014,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZHEN YING INTL LTD,ZHEN YING INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,267068.89,80.8298795546196
2016,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZHEN YING INTL LTD,ZHEN YING INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,46465.41,27.9683378987544
2015,COLOMBIA,ADUANAS DE BARRANQUI,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,CAMAGUEY S A AGROP CAMAGUEY CURT CAMAGUEY,ZMK LTD,ZMK LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,255448,137.2560001
2016,COLOMBIA,ADUANAS DE BARRANQUI,CIALZDORA MALTA S A S,CIALZDORA MALTA S A S,CORP ANTILLANA N V,CORP ANTILLANA N V,CURACAO,CURACAO,Beef equivalents,93158.53,25.3188594304465
2018,COLOMBIA,ADUANAS DE BARRANQUI,CURTIDOS DE COLOMBIA GROUP S A S,CURTIDOS DE COLOMBIA GROUP S A S,TRI DUC TRADE AND SERVS JOINT STOCK CO,TRI DUC TRADE AND SERVS JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,349828.78,53.29
2017,COLOMBIA,ADUANAS DE BARRANQUI,DIST CARNICA DE LA COSTA S A S,DIST CARNICA DE LA COSTA S A S,LONG THANH INVESTMENT AND TRADE DEVELOPMENT CO,LONG THANH INVESTMENT AND TRADE DEVELOPMENT CO,VIETNAM,VIETNAM,Beef equivalents,40447.56,26.694
2015,COLOMBIA,ADUANAS DE BARRANQUI,EXPOMERX S A S,EXPOMERX S A S,CORP ANTILLANA N V,CORP ANTILLANA N V,CURACAO,CURACAO,Beef equivalents,214690,67.4829021626259
2014,COLOMBIA,ADUANAS DE BARRANQUI,EXPOMERX S A S,EXPOMERX S A S,CORP ANTILLANA N V,CORP ANTILLANA N V,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,120270,34.3914398602564
2015,COLOMBIA,ADUANAS DE BARRANQUI,FOOD TRADERS WORLDWIDE S A S,FOOD TRADERS WORLDWIDE S A S,AGROALLIANCE,AGROALLIANCE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,76246.5,32.4002807924057
2015,COLOMBIA,ADUANAS DE BARRANQUI,FOOD TRADERS WORLDWIDE S A S,FOOD TRADERS WORLDWIDE S A S,DV,DV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,568753.19,231.145308139605
2016,COLOMBIA,ADUANAS DE BARRANQUI,FOOD TRADERS WORLDWIDE S A S,FOOD TRADERS WORLDWIDE S A S,DV,DV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,322622.05,158.518711392291
2015,COLOMBIA,ADUANAS DE BARRANQUI,FOOD TRADERS WORLDWIDE S A S,FOOD TRADERS WORLDWIDE S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,60612.53,26.951560728436
2013,COLOMBIA,ADUANAS DE BARRANQUI,FRIGORIFICO ATLANTIC EXPORT S A S,FRIGORIFICO ATLANTIC EXPORT S A S,HONGKONG RUIDAFENG SHARE CO LTD,HONGKONG RUIDAFENG SHARE CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,144600,98.4711680528
2013,COLOMBIA,ADUANAS DE BARRANQUI,FRIGORIFICO ATLANTIC EXPORT S A S,FRIGORIFICO ATLANTIC EXPORT S A S,VUON TRAU TRAN PHU,VUON TRAU TRAN PHU,VIETNAM,VIETNAM,Beef equivalents,96000,32.941440024
2014,COLOMBIA,ADUANAS DE BARRANQUI,INVS PASTO VERDE S A S,INVS PASTO VERDE S A S,RAINBOW ENTERPRISE,RAINBOW ENTERPRISE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,62715,18.3923040134
2014,COLOMBIA,ADUANAS DE BARRANQUI,INVS PASTO VERDE S A S,INVS PASTO VERDE S A S,ROSMIASTORG,ROSMIASTORG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,61935,18.18642001325
2014,COLOMBIA,ADUANAS DE BARRANQUI,INVS PASTO VERDE S A S,INVS PASTO VERDE S A S,TRADE INTRUST CO,TRADE INTRUST CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,135313.5,36.764019626785
2015,COLOMBIA,ADUANAS DE BARRANQUI,INVS PASTO VERDE S A S,INVS PASTO VERDE S A S,WAKALEX FOR IND AND TRADE CO,WAKALEX FOR IND AND TRADE CO,EGYPT,EGYPT,Beef equivalents,289850,100.750776661404
2013,COLOMBIA,ADUANAS DE BARRANQUI,INVS PASTO VERDE S A S,INVS PASTO VERDE S A S,XAYEVALAS CIO GRAL PESCAS AGROPECUARIAS,XAYEVALAS CIO GRAL PESCAS AGROPECUARIAS,ANGOLA,ANGOLA,Beef equivalents,115784.47,34.2502446129536
2015,COLOMBIA,ADUANAS DE BARRANQUI,MITONALI S A S,MITONALI S A S,MOKBEL INTL TRADING LTD,MOKBEL INTL TRADING LTD,ANGOLA,ANGOLA,Beef equivalents,112747.73,32.9803149381445
2014,COLOMBIA,ADUANAS DE BARRANQUI,MITONALI S A S,MITONALI S A S,ROGERIO PETRONILHO DE ARAUJO Y FILHOS LTD,ROGERIO PETRONILHO DE ARAUJO Y FILHOS LTD,ANGOLA,ANGOLA,Beef equivalents,264497.07,68.1945892857708
2015,COLOMBIA,ADUANAS DE BARRANQUI,MITONALI S A S,MITONALI S A S,ROGERIO PETRONILHO DE ARAUJO Y FILHOS LTD,ROGERIO PETRONILHO DE ARAUJO Y FILHOS LTD,ANGOLA,ANGOLA,Beef equivalents,116166.9,34.6192363833832
2015,COLOMBIA,ADUANAS DE BARRANQUI,MITONALI S A S,MITONALI S A S,SOVMIASTORG,SOVMIASTORG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,71878.57,38.0947165477545
2013,COLOMBIA,ADUANAS DE BARRANQUI,MIX PROJECT INTL S A S,MIX PROJECT INTL S A S,HONGKONG RUIDAFENG SHARE CO LTD,HONGKONG RUIDAFENG SHARE CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,40500,20.25
2014,COLOMBIA,ADUANAS DE BARRANQUI,MIX PROJECT INTL S A S,MIX PROJECT INTL S A S,HONGKONG RUIDAFENG SHARE CO LTD,HONGKONG RUIDAFENG SHARE CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,128253.84,45.782
2017,COLOMBIA,ADUANAS DE BARRANQUI,MIX PROJECT INTL S A S,MIX PROJECT INTL S A S,HONGKONG RUIDAFENG SHARE CO LTD,HONGKONG RUIDAFENG SHARE CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,171206.8,46.157
2018,COLOMBIA,ADUANAS DE BARRANQUI,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI S A C I,PARAGUAY,PARAGUAY,Beef equivalents,25556.78,27.82975
2017,COLOMBIA,ADUANAS DE CALI,GLOBAL PET SNAKY S S A S,GLOBAL PET SNAKY S S A S,PHOENIX IMPS INC,PHOENIX IMPS INC,CANADA,CANADA,Beef equivalents,12500,0.5
