YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,SHRIMP_EQUIVALENT_TONNES
2017,ARGENTINA,PUERTO MADRYN,CONGELADORES PATAGONICOS S A,CONGELADORES PATAGONICOS S A,THAILAND,THAILAND,Shrimp equivalents,1407042.61,221.736
2017,ARGENTINA,PUERTO MADRYN,CONGELADORES PATAGONICOS S A,CONGELADORES PATAGONICOS S A,VIETNAM,VIETNAM,Shrimp equivalents,683571.59,117.828
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,DENMARK,EUROPEAN UNION,Shrimp equivalents,782522.51,113.736
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Shrimp equivalents,180480,24
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,GUYANA,GUYANA,Shrimp equivalents,554238,73.8
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,INDONESIA,INDONESIA,Shrimp equivalents,327656.92,44.844
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,SPAIN,EUROPEAN UNION,Shrimp equivalents,1033583.3,168.1
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,THAILAND,THAILAND,Shrimp equivalents,786722.76,107.1
2017,ARGENTINA,PUERTO MADRYN,CONSERMAR S R L,CONSERMAR S R L,VIETNAM,VIETNAM,Shrimp equivalents,164820,24.6
2014,ARGENTINA,PUERTO MADRYN,COOPERATIVA DE TRABAJO LOS MARPLATENSES LIMITADA,COOPERATIVA DE TRABAJO LOS MARPLATENSES LIMITADA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,133914,26.004
2013,ARGENTINA,PUERTO MADRYN,DIESEL FRENOS S.R.L.,DIESEL FRENOS S.R.L.,SPAIN,EUROPEAN UNION,Shrimp equivalents,163112.4,21.756
2013,ARGENTINA,PUERTO MADRYN,DIESEL FRENOS S.R.L.,DIESEL FRENOS S.R.L.,UNITED STATES,UNITED STATES,Shrimp equivalents,1982001.29,269.88384
2013,ARGENTINA,PUERTO MADRYN,DISTRIBUIDORA EL FARO S A,DISTRIBUIDORA EL FARO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,96667.2,23.016
2013,ARGENTINA,PUERTO MADRYN,DROGUERIA COMARSA S.A.,DROGUERIA COMARSA S.A.,THAILAND,THAILAND,Shrimp equivalents,125740.8,21.792
2013,ARGENTINA,PUERTO MADRYN,DROGUERIA COMARSA S.A.,DROGUERIA COMARSA S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,171127.4,20.00376
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,CHILE,CHILE,Shrimp equivalents,265362,43.68
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,708464.42,88.008
2015,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,FRANCE,EUROPEAN UNION,Shrimp equivalents,256260,46.2
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,ISRAEL,ISRAEL,Shrimp equivalents,131040,18
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,950137.21,131.184
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,1043440.2,257.592
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,JAPAN,JAPAN,Shrimp equivalents,4659772.75,637.908
2015,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,JAPAN,JAPAN,Shrimp equivalents,1988628,433.956
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,JAPAN,JAPAN,Shrimp equivalents,8811818.44,1447.368
2015,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,310560,49.92
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,349248,43.656
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,147578.4,24.024
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,625693.12,97.638
2014,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,TAIWAN,TAIWAN,Shrimp equivalents,533038.82,66.216
2017,ARGENTINA,PUERTO MADRYN,ELECTRONIC SYSTEM SA.,ELECTRONIC SYSTEM SA.,VIETNAM,VIETNAM,Shrimp equivalents,159600,24
2017,ARGENTINA,PUERTO MADRYN,EMPESUR S.A.,EMPESUR S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,92653.2,27.648
2017,ARGENTINA,PUERTO MADRYN,EMPESUR S.A.,EMPESUR S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,283305.6,99.84
2017,ARGENTINA,PUERTO MADRYN,EXPLOTACION PESQUERA DE LA PATAGONIA SA PESPASA,EXPLOTACION PESQUERA DE LA PATAGONIA SA PESPASA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,930080.41,228.96
2017,ARGENTINA,PUERTO MADRYN,EXPLOTACION PESQUERA DE LA PATAGONIA SA PESPASA,EXPLOTACION PESQUERA DE LA PATAGONIA SA PESPASA,TAIWAN,TAIWAN,Shrimp equivalents,166200,24
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1421052,238.008
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,GREECE,EUROPEAN UNION,Shrimp equivalents,96000,18
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,JAPAN,JAPAN,Shrimp equivalents,624900,110.64
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,LEBANON,LEBANON,Shrimp equivalents,24300,3.6
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,16591527.11,3955.71206086957
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,TAIWAN,TAIWAN,Shrimp equivalents,94446,13.992
2015,ARGENTINA,PUERTO MADRYN,FIAT AUTO ARGENTINA SA.,FIAT AUTO ARGENTINA SA.,UKRAINE,UKRAINE,Shrimp equivalents,106439.45,21.012
2013,ARGENTINA,PUERTO MADRYN,FISHING WORLD SA,FISHING WORLD SA,ITALY,EUROPEAN UNION,Shrimp equivalents,145332,22.284
2014,ARGENTINA,PUERTO MADRYN,FISHING WORLD SA,FISHING WORLD SA,ITALY,EUROPEAN UNION,Shrimp equivalents,1943564.41,519.672
2017,ARGENTINA,PUERTO MADRYN,FISHING WORLD SA,FISHING WORLD SA,ITALY,EUROPEAN UNION,Shrimp equivalents,2629398.6,417.56
2017,ARGENTINA,PUERTO MADRYN,FISHING WORLD SA,FISHING WORLD SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,124320,22.2
2017,ARGENTINA,PUERTO MADRYN,FISHING WORLD SA,FISHING WORLD SA,THAILAND,THAILAND,Shrimp equivalents,5000455.68,1150.592
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,BELGIUM,EUROPEAN UNION,Shrimp equivalents,233844.25,24.331
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,192600,24
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1473558,179.4
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2363616.59,328.068
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2492652.01,362.4
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,7029657.42,1085.343
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,DENMARK,EUROPEAN UNION,Shrimp equivalents,207513.59,72
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Shrimp equivalents,196560,27.3
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,EGYPT,EGYPT,Shrimp equivalents,300715.2,94.032
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,192000,24
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,INDIA,INDIA,Shrimp equivalents,183640.8,27.006
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,INDONESIA,INDONESIA,Shrimp equivalents,490649.41,65.76
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,ITALY,EUROPEAN UNION,Shrimp equivalents,10295044.91,1538.08794285714
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,ITALY,EUROPEAN UNION,Shrimp equivalents,6127960.81,980.736
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,ITALY,EUROPEAN UNION,Shrimp equivalents,4068462.62,612.948
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,JAPAN,JAPAN,Shrimp equivalents,2926030.82,401.32054054054
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,JAPAN,JAPAN,Shrimp equivalents,3972839.85,633.822
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,MALAYSIA,MALAYSIA,Shrimp equivalents,172751.05,23.94
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,317313.41,72
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,PERU,PERU,Shrimp equivalents,2297344.69,359.532
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,161280,48
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,168090,22.2
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,142171.2,21.6
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,1620810,215.508
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,5175863.4,789.817714285714
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,842040,138.72
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,4200079.06,629.733
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,TAIWAN,TAIWAN,Shrimp equivalents,163800,24
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,TAIWAN,TAIWAN,Shrimp equivalents,168000,24
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,TAIWAN,TAIWAN,Shrimp equivalents,142425.95,21.42
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,THAILAND,THAILAND,Shrimp equivalents,330120,82.53
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,THAILAND,THAILAND,Shrimp equivalents,1915353,456.759
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,THAILAND,THAILAND,Shrimp equivalents,1418046,217.568115942029
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,THAILAND,THAILAND,Shrimp equivalents,162000,21.6
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,UNITED STATES,UNITED STATES,Shrimp equivalents,430063.87,70.0222123076923
2013,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,VIETNAM,VIETNAM,Shrimp equivalents,346320,44.4
2014,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,VIETNAM,VIETNAM,Shrimp equivalents,532800,72
2015,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,VIETNAM,VIETNAM,Shrimp equivalents,147600,24
2017,ARGENTINA,PUERTO MADRYN,FOOD ARTS S A,FOOD ARTS S A,VIETNAM,VIETNAM,Shrimp equivalents,676145.56,109.179
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,BELGIUM,EUROPEAN UNION,Shrimp equivalents,4887174.43,694.044
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,BELGIUM,EUROPEAN UNION,Shrimp equivalents,6792451.1,1067.02009259259
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,BELGIUM,EUROPEAN UNION,Shrimp equivalents,4032995.31,1315.89736
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,CANADA,CANADA,Shrimp equivalents,183994.02,19.99935
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,420562.5,67.29
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,153225,24.516
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,DENMARK,EUROPEAN UNION,Shrimp equivalents,348507,38.723
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,FRANCE,EUROPEAN UNION,Shrimp equivalents,618296.64,100.4208
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,FRANCE,EUROPEAN UNION,Shrimp equivalents,2777174.56,484.970129230769
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,208684.8,28.984
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,GERMANY,EUROPEAN UNION,Shrimp equivalents,1046427.73,131.578
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,ITALY,EUROPEAN UNION,Shrimp equivalents,1065245.99,155.892
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,ITALY,EUROPEAN UNION,Shrimp equivalents,151855.2,22.008
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,PERU,PERU,Shrimp equivalents,1019850,178.476
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,293142.36,50.808
2014,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,526718.69,64.02212
2015,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,1751643.91,237.90844
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,5702459.83,869.149570769231
2017,ARGENTINA,PUERTO MADRYN,FOOD PARTNERS PATAGONIA S A,FOOD PARTNERS PATAGONIA S A,VIETNAM,VIETNAM,Shrimp equivalents,6839859.75,1129.13630769231
2013,ARGENTINA,PUERTO MADRYN,FUSHIMI S.A.,FUSHIMI S.A.,JAPAN,JAPAN,Shrimp equivalents,170678.4,22.008
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,177600,24
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,470788.8,68.82
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,DENMARK,EUROPEAN UNION,Shrimp equivalents,44280,21.6162
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,DENMARK,EUROPEAN UNION,Shrimp equivalents,167608.8,23.508
2014,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Shrimp equivalents,65547.3,18.606
2014,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,132000,24
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,369143.2,56.4995942028985
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,54119.28,6.504
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,INDONESIA,INDONESIA,Shrimp equivalents,1759118.99,246.156
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,ITALY,EUROPEAN UNION,Shrimp equivalents,894182.26,178.7458
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,ITALY,EUROPEAN UNION,Shrimp equivalents,438959.4,72.36
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,JAPAN,JAPAN,Shrimp equivalents,248476.8,43.8
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,LIBYA,LIBYA,Shrimp equivalents,819891.61,225.168
2014,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,294654,46.356
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,330224.4,70.68
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,2367061.5,409.267
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,SWITZERLAND,SWITZERLAND,Shrimp equivalents,265728.44,62.923
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,THAILAND,THAILAND,Shrimp equivalents,302070,42.1
2014,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,411895.2,85.404
2015,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,UNITED STATES,UNITED STATES,Shrimp equivalents,150282,20.04864
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,UNITED STATES,UNITED STATES,Shrimp equivalents,163306.5,15.855
2017,ARGENTINA,PUERTO MADRYN,GRECIAMAR SA,GRECIAMAR SA,VIETNAM,VIETNAM,Shrimp equivalents,156510,22.2
2017,ARGENTINA,PUERTO MADRYN,IBERCONSA DE ARGENTINA SA.,IBERCONSA DE ARGENTINA SA.,ALGERIA,ALGERIA,Shrimp equivalents,212659.2,82.512
2015,ARGENTINA,PUERTO MADRYN,IBERCONSA DE ARGENTINA SA.,IBERCONSA DE ARGENTINA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,58650,10.2
2017,ARGENTINA,PUERTO MADRYN,IBERCONSA DE ARGENTINA SA.,IBERCONSA DE ARGENTINA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,246924,44.004
2013,ARGENTINA,PUERTO MADRYN,IBERCONSA DE ARGENTINA SA.,IBERCONSA DE ARGENTINA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2855187,507.276
2014,ARGENTINA,PUERTO MADRYN,IBERCONSA DE ARGENTINA SA.,IBERCONSA DE ARGENTINA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2782047,353.22
